time,value
17.490,0.000
17.500,0.000
17.510,0.000
17.520,0.000
17.530,0.000
17.540,0.000
17.550,0.000
17.560,0.000
17.570,0.000
17.580,0.000
17.590,0.000
17.600,0.000
17.610,0.000
17.620,0.000
17.630,0.000
17.640,0.000
17.650,0.000
17.660,0.000
17.670,0.000
17.680,0.000
17.690,0.000
17.700,0.000
17.710,0.000
17.720,0.000
17.730,0.000
17.740,0.000
17.750,0.000
17.760,0.000
17.770,0.000
17.780,0.000
17.790,0.000
17.800,0.000
17.810,0.000
17.820,0.000
17.830,0.000
17.840,0.000
17.850,0.000
17.860,0.000
17.870,0.000
17.880,0.000
17.890,0.000
17.900,0.000
17.910,0.000
17.920,0.000
17.930,0.000
17.940,0.000
17.950,0.000
17.960,0.000
17.970,0.000
17.980,0.000
17.990,0.000
18.000,0.000
18.010,0.000
18.020,0.000
18.030,0.000
18.040,0.000
18.050,0.000
18.060,0.000
18.070,0.000
18.080,0.000
18.090,0.000
18.100,0.000
18.110,0.000
18.120,0.000
18.130,0.000
18.140,0.000
18.150,0.000
18.160,0.000
18.170,0.000
18.180,0.000
18.190,0.000
18.200,0.000
18.210,0.000
18.220,0.000
18.230,0.000
18.240,0.000
18.250,0.000
18.260,0.000
18.270,0.000
18.280,0.000
18.290,0.000
18.300,0.000
18.310,0.000
18.320,0.000
18.330,0.000
18.340,0.000
18.350,0.000
18.360,0.000
18.370,0.000
18.380,0.000
18.390,0.000
18.400,0.000
18.410,0.000
18.420,0.000
18.430,0.000
18.440,0.000
18.450,0.000
18.460,0.000
18.470,0.000
18.480,0.000
18.490,0.000
18.500,0.000
18.510,0.000
18.520,0.000
18.530,0.000
18.540,0.000
18.550,0.000
18.560,0.000
18.570,0.000
18.580,0.000
18.590,0.000
18.600,0.000
18.610,0.000
18.620,0.000
18.630,0.000
18.640,0.000
18.650,0.000
18.660,0.000
18.670,0.000
18.680,0.000
18.690,0.000
18.700,0.000
18.710,0.000
18.720,0.000
18.730,0.000
18.740,0.000
18.750,0.000
18.760,0.000
18.770,0.000
18.780,0.000
18.790,0.000
18.800,0.000
18.810,0.000
18.820,0.000
18.830,0.000
18.840,0.000
18.850,0.000
18.860,0.000
18.870,0.000
18.880,0.000
18.890,0.000
18.900,0.000
18.910,0.000
18.920,0.000
18.930,0.000
18.940,0.000
18.950,0.000
18.960,0.000
18.970,0.000
18.980,0.000
18.990,0.000
19.000,0.000
19.010,0.000
19.020,0.000
19.030,0.000
19.040,0.000
19.050,0.000
19.060,0.000
19.070,0.000
19.080,0.000
19.090,0.000
19.100,0.000
19.110,0.000
19.120,0.000
19.130,0.000
19.140,0.000
19.150,0.000
19.160,0.000
19.170,0.000
19.180,0.000
19.190,0.000
19.200,0.000
19.210,0.000
19.220,0.000
19.230,0.000
19.240,0.000
19.250,0.000
19.260,0.000
19.270,0.000
19.280,0.000
19.290,0.000
19.300,0.000
19.310,0.000
19.320,0.000
19.330,0.000
19.340,0.000
19.350,0.000
19.360,0.000
19.370,0.000
19.380,0.000
19.390,0.000
19.400,0.000
19.410,0.000
19.420,0.000
19.430,0.000
19.440,0.000
19.450,0.000
19.460,0.000
19.470,0.000
19.480,0.000
19.490,0.000
19.500,0.000
19.510,0.000
19.520,0.000
19.530,0.000
19.540,0.000
19.550,0.000
19.560,0.000
19.570,0.000
19.580,0.000
19.590,0.000
19.600,0.000
19.610,0.000
19.620,0.000
19.630,0.000
19.640,0.000
19.650,0.000
19.660,0.000
19.670,0.000
19.680,0.000
19.690,0.000
19.700,0.000
19.710,0.000
19.720,0.000
19.730,0.000
19.740,0.000
19.750,0.000
19.760,0.000
19.770,0.000
19.780,0.000
19.790,0.000
19.800,0.000
19.810,0.000
19.820,0.000
19.830,0.000
19.840,0.000
19.850,0.000
19.860,0.000
19.870,0.000
19.880,0.000
19.890,0.000
19.900,0.000
19.910,0.000
19.920,0.000
19.930,0.000
19.940,0.000
19.950,0.000
19.960,0.000
19.970,0.000
19.980,0.000
19.990,0.000
